Filename,Title,Description,Keywords,License
meulindo_A_close_up_shot_of_a_woman_sitting_alone_in_a_dimly__47a97568-7500-4836-be76-2ae0625ac3e6_1,AI generated Pensive Woman Gazes Out Window Captured in Dimly Lit Room with 50mm Lens,,"ai generated,Woman, Dimly lit room, Pensive, Window, Alone, Staring, Expression, Face, Closeup, 50mm lens, Contemplative, Solitude, Introspective, Reflective, Lonely, Solitary, Thoughtful, Emotion, Gaze, Absorbed, Lonely, Gloom, Musing, Meditative, Introspection, Melancholy",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_in_a_dimly__47a97568-7500-4836-be76-2ae0625ac3e6_2,AI generated Pensive Woman Contemplates Alone by Window Captured in 50mm CloseUp Portrait,,"ai generated,Woman, Dimly lit room, Pensive, Window, Alone, Staring, Expression, Face, Center of the frame, 50mm lens, Close up shot",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_in_a_dimly__47a97568-7500-4836-be76-2ae0625ac3e6_3,AI generated Pensive Woman Contemplating by Dimly Lit Window Captured with 50mm Lens in CloseUp Shot,,"ai generated,Woman, Pensive, Alone, Dimly lit, Room, Staring, Window, Expression, Face, Closeup shot, 50mm lens, Contemplating, Solitude, Introspective, Meditative, Reflective, Gazing, Quiet, Solitary, Thoughtful, Serious, Deep in thought, Introspection, Innermost, Contemplation, Musing, Seriousness, Inner reflection, Reflecting, Inner contemplation, Selfexamination, Inner examination, Introspection, Pondering, Ruminating, Deliberating, Speculating, Thoughtfully, Solemn, Seriousminded, Reflectively",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_on_a_bench__4db61b08-916f-4d24-b20c-cae6f4ad8fb6_1,AI generated Contemplative Woman in Autumn Park Frame Medium with 50mm Lens Soft Natural Light and Colorful Foliage,,"ai generated,Woman, Alone, Contemplative, Bench, Park, Autumn, Foliage, Natural light, Medium shot, 50mm lens, Colorful, Soft, Framing, Face, Bottom third",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_on_a_bench__4db61b08-916f-4d24-b20c-cae6f4ad8fb6_2,AI generated Contemplative Woman Embraces Autumn Tranquility Surrounded by Soft Natural Light and Vibrant Foliage,,"ai generated,Woman, Contemplative, Park, Alone, Bench, Autumn, Foliage, Medium shot, 50mm lens, Soft natural light, Framing, Face, Contemplation, Colorful, Background, Sitting, Solitude, Peace, Tranquility, Reflective, Alone, Nature, Relaxation, Serenity, Quiet, Beauty, Thoughtful, Meditative, Introspective, Peaceful, Outdoor, Quiet contemplation, Female, Restful, Calm, Harmony, Silent, Musing, Secluded, Gentle, Thoughtfulness",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_on_a_bench__4db61b08-916f-4d24-b20c-cae6f4ad8fb6_3,AI generated Contemplative Woman Embraces Autumn Serenity on Park Bench Framed in Soft Natural Light,,"ai generated,Woman, Bench, Contemplative, Park, Alone, Autumn, Foliage, Soft natural light, Medium shot, 50mm lens, Framing, Face, Bottom third, Colorful, Contemplation, Solitude, Outdoor, Peaceful, Tranquil, Serene, Reflective, Restful, Quiet, Beauty, Nature, Relaxation, Serenity, Leisure, Peace, Thoughts, Melancholy, Introspective, Thoughtful, Meditative, Calm, Alone time, Pensive, Mood, Atmosphere, Feeling, Emotion",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_on_a_park_b_9fbc7b6c-b2a8-4002-9703-08b6e97bbede_0,AI generated Contemplative Woman Embraces Solitude on Park Bench Engulfed in Soft Natural Light and Warm Tones,,"ai generated,Woman, Park bench, Contemplative, Distant gaze, Alone, 50mm lens, Soft, Natural light, Warm tones",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_on_a_park_b_9fbc7b6c-b2a8-4002-9703-08b6e97bbede_1,AI generated Contemplative Woman Embraces Solitude on Park Bench Captured with Soft Natural Light and Warm Tones,,"ai generated,Contemplative, Woman, Park bench, Distant gaze, 50mm lens, Soft, Natural light, Warm tones, Alone, Sitting, Centered, Reflective, Solitude, Peaceful, Tranquil, Serene, Quiet, Relaxing, Meditation, Pensive, Introspective, Outdoor, Solitary, Absorbed, Melancholy, Contemplation, Resting, Thoughtful, Contemplative mood, Reflective mood, Melancholic, Reflectiveness, Serenity, Meditative, Quietness, Secluded, Contemplating, Daydreaming, Introspection, Stillness, Reflective state, Quiet contemplation",Free
meulindo_A_close_up_shot_of_a_woman_sitting_alone_on_a_park_b_9fbc7b6c-b2a8-4002-9703-08b6e97bbede_2,AI generated Contemplative Woman Sitting Alone in Park Captured with 50mm Lens and Soft Natural Light,,"ai generated,Woman, Park bench, Contemplative, Distant gaze, Alone, Soft, Natural light, Warm tones, 50mm lens, Centered, Solitude, Reflective, Tranquil, Peaceful, Serene, Quiet, Introspective, Outdoor, Relaxing, Restful, Calm, Alone, Solitary, Emotional, Melancholic, Sad, Thoughtful, Meditative, Pensive, Contemplation, Seclusion, Silent, Still, Park, Emotion, Lonely, Quiet, Silence, Gaze, Deep in thought",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_a_windowsill_l_d658beaf-3f99-49a7-92af-ded6e18b3044_0,AI generated Contemplative Woman Gazes Over Cityscape Through Soft Natural Light Captured with 50mm Lens from Windowsill,,"ai generated,Woman, Contemplative, Windowsill, Gazing, City, Urban landscape, Soft natural light, Blurred, Focusing, 50mm lens, Face, Center, Shot, Gaze, Background, Sitting, Contemplation, Looking, Woman's face, Window, Filtered, Framed, Close up, Shot, Woman, Contemplative, Windowsill, Gazing, City, Urban landscape, Soft natural light, Blurred, Focusing, 50mm lens, Face, Center",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_a_windowsill_l_d658beaf-3f99-49a7-92af-ded6e18b3044_1,AI generated Contemplative Woman Gazes at Urban Landscape Through Soft Natural Light Captured with 50mm Lens,,"ai generated,Woman, Contemplative, Windowsill, Gazing, City, Urban, Landscape, Soft natural light, Blurred, Focusing, 50mm lens, Face, Center, Frame",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_a_windowsill_l_d658beaf-3f99-49a7-92af-ded6e18b3044_2,AI generated Contemplative Woman Gazes at Urban Landscape Through Soft Natural Light Captured with 50mm Lens,,"ai generated,Woman, Contemplative, Windowsill, Gazing, Urban, Soft natural light, Blurred, City, Reflection, Tranquil, Peaceful, Close up, Portrait, 50mm lens, Contemplation, Thoughtful, Pensive, Looking out, Reflection, Urban landscape, Focus, Gazing, Face, Female, Sitting, Windowsill, Soft light, Cityscape, Contemplative, Urban environment, Tranquil, Peaceful, Soft natural light, Blurred background, 50mm lens, Woman's face, Urban landscape, Contemplation, Gazing",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_a_windowsill_l_d658beaf-3f99-49a7-92af-ded6e18b3044_3,AI generated Contemplative Woman Gazes at Urban Landscape Through Soft Natural Light Captured in 50mm CloseUp Shot,,"ai generated,Woman, Contemplative, Windowsill, Urban landscape, Soft natural light, Gazing, City, Blurred, Focusing, 50mm lens, Face, Center, Shot, Background, Filtering, Window, Close up, Sitting, Gaze",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_the_edge_of_a__e2d44075-3848-446b-b813-918dda618ddd_0,AI generated Womans Contemplation by the Window A Medium Shot Delivers a Thoughtful Gaze Through a 50mm Lens,,"ai generated,Woman, Contemplative, Expression, Medium shot, 50mm lens, Window, Framed, Focus, Face, Sitting, Bed, Edge, Looking out, Contemplation",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_the_edge_of_a__e2d44075-3848-446b-b813-918dda618ddd_1,AI generated Contemplative Woman Gazes Out Window Captured in Medium Shot with 50mm Lens,,"ai generated,Woman, Contemplative, Expression, Medium shot, 50mm lens, Bed, Window, Framed, Focus, Face, Sitting, Edge, Looking out, Contemplation",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_the_edge_of_a__e2d44075-3848-446b-b813-918dda618ddd_2,AI generated Contemplative Woman Sits at Windows Edge Framed in Medium Shot with 50mm Lens Focus,,"ai generated,Woman, Contemplative, Expression, Medium shot, 50mm lens, Focus, Sitting, Bed, Edge, Looking, Window, Framed, Image, Contemplation, Face",Free
meulindo_A_close_up_shot_of_a_woman_sitting_on_the_edge_of_a__e2d44075-3848-446b-b813-918dda618ddd_3,AI generated Contemplative Woman Gazes Out Window in Medium Shot Captured with 50mm Lens,,"ai generated,Woman, Contemplative, Expression, Medium shot, 50mm lens, Sitting, Bed, Looking out, Window, Framed, Focus, Face",Free
meulindo_A_close_up_shot_of_a_woman_standing_by_a_window_look_7a1f7c40-8918-4ed0-a417-2291c7b5de4a_0,AI generated Contemplative Woman Gazes into Rainy Cityscape Softly Illuminated by Cool Natural Light,,"ai generated,Woman, Contemplative, Gaze, Rainy cityscape, Window, Soft light, Cool tones, Thoughtful, Distant, 50mm lens, Face, City, Background, Contemplation, Atmospheric, Mood, Pensive, Reflective, Urban, Thoughtfulness",Free
meulindo_A_close_up_shot_of_a_woman_standing_by_a_window_look_7a1f7c40-8918-4ed0-a417-2291c7b5de4a_1,AI generated Contemplative Woman Gazes Out Rainy Cityscape Bathed in Soft Natural Light at Window,,"ai generated,Woman, Contemplative, Window, Rainy cityscape, Distant gaze, 50mm lens, Soft natural light, Cool tones, City, Face, Contemplation, Background, Shot, Lower third, Frame, Rain, Soft, Woman's face, Window shot, Distant, Gaze",Free
meulindo_A_close_up_shot_of_a_woman_standing_by_a_window_look_7a1f7c40-8918-4ed0-a417-2291c7b5de4a_2,AI generated Contemplative Woman Stands by Rainy Window Gazing into Distance Bathed in Soft Natural Light,,"ai generated,Woman, Contemplative, Gaze, Window, Rainy cityscape, Soft, Natural light, 50mm lens, Contemplation, Distant, Cool tones, Thoughtful, Emotional, Reflective, Introspective, Urban, City, Mysterious, Moody, Pensive, Thoughtful, Alone, Loneliness, Sadness, Melancholy, Introspection, Solitude, Weather, Inner thoughts, Urban life, Urban environment, Atmospheric, Emotional, Deep in thought, Urban solitude, Inner feelings, Rainy day, City view, Rainy window, Gloominess",Free
meulindo_A_close_up_shot_of_a_woman_standing_by_a_window_look_7a1f7c40-8918-4ed0-a417-2291c7b5de4a_3,AI generated Contemplative Woman Gazes out Window on Rainy Cityscape Softly Lit with 50mm Lens,,"ai generated,Woman, Contemplative, Window, Gaze, Rainy cityscape, 50mm lens, Soft natural light, Cool tones, Distant, Face, Shot, Lower third, Background, City, Rain, Contemplation, Urban, Reflection, Moody, Thoughtful, Melancholy, Thought, Pensive, Emotional, Musing, Reflective, Introspective, Urban landscape, Mood, Wistful, Dreamy, Weather, Cool, Daydreaming, Urban life, Daydream, Urban environment, Cool colors, Cool light",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__32366d5f-de60-4f37-9867-e4352a473970_0,AI generated Serenity Womans Soft Smile and Gaze Captured in CloseUp with 50mm Lens and Blurred Background,,"ai generated,Woman, Serene expression, Soft smile, Close up, 50mm lens, Distance, Content, Tranquil, Blurred background, Serenity, Peaceful, Relaxation, Gaze, Calm, Leisure, Beauty, Happiness, Female, Emotion, Serenity, Portrait, Framed, Expression, Tranquility, Focus, Relax, Contemplation, Thoughtful, Luminous, Peace, Joy, Contentment, Introspective, Quiet, Meditative, Dreamy, Pensive, Reflective, Ethereal, Inner peace, Harmony",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__32366d5f-de60-4f37-9867-e4352a473970_1,AI generated Serene Woman Focused in 50mm Lens with Soft Smile and Blurred Background,,"ai generated,Woman, Serene expression, Soft smile, Close up shot, Looking out, Distance, 50mm lens, Bottom third, Blurred background, Tranquil, Peaceful, Serene, Soft, Smile, Expression, Framed, Positioned, Woman",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__32366d5f-de60-4f37-9867-e4352a473970_2,AI generated Serene Woman Captured in CloseUp Shot with Soft Smile and Blurred Background Using 50mm Lens,,"ai generated,Serene, Woman, Closeup, Soft smile, 50mm lens, Serene expression, Distance, Blurred background, Framed, Bottom third, Tranquil, Peaceful, Content, Relaxation, Serenity, Calm, Portrait, Gaze, Beauty, Joyful, Muted colors",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__32366d5f-de60-4f37-9867-e4352a473970_3,AI generated Serene Woman Captured with Soft Smile in Closeup 50mm Shot Gazing into Distance with Blurred Background,,"ai generated,Woman, Serene expression, Soft smile, Close up shot, Blurred background, 50mm lens, Distance, Framed, Bottom third, Tranquil, Peaceful, Relaxation, Contentment, Serenity, Beauty, Happiness, Calm, Joy, Female, Portrait, Gaze, Soft, Smile, Serenity, Contemplation, Thoughtful, Peace, Tranquility, Stillness, Relaxed, Meditative, Harmony, Quiet, Pleasant, Graceful, Elegant, Delicate, Inner peace, Pensive, Dreamy",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8e0b0b54-4939-477e-97eb-85fdb1b439b9_0,AI generated Serene Woman Gazing into Distance Soft Smile 50mm Lens Bottom Third Position Blurred Background,,"ai generated,Woman, Serene expression, Soft smile, Looking out, Distance, Bottom third, Closeup shot, 50mm lens, Blurred background",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8e0b0b54-4939-477e-97eb-85fdb1b439b9_1,AI generated Serene Woman Smiling in CloseUp 50mm Shot Gazing into Distance with Soft Smile and Blurred Background,,"ai generated,Woman, Serene, Expression, Distance, Soft smile, 50mm lens, Framed, Bottom third, Blurred background",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8e0b0b54-4939-477e-97eb-85fdb1b439b9_2,AI generated Serene Woman in Soft Light Gazing into the Distance Captured with 50mm Lens and Blurred Background,,"ai generated,Woman, Serene expression, Soft smile, Close up shot, 50mm lens, Distance, Serene, Blissful, Tranquil, Blurred background, Soft, Smile, Frame, Position, Bottom third",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8e0b0b54-4939-477e-97eb-85fdb1b439b9_3,AI generated Serene Woman Embraces Moment Gazing into Distance with Soft Smile Captured in CloseUp with 50mm Lens,,"ai generated,Woman, Serene expression, Soft smile, Closeup, 50mm lens, Distance, Gaze, Blurred background, Tranquil, Peaceful, Serenity, Contentment, Beauty, Relaxation, Calm, Joy, Happiness, Serenity, Portrait, Emotion, Relaxing, Contemplation, Content, Beauty, Comfort, Tranquility, Peace, Thoughtful, Inner peace, Solitude, Reflective, Meditative, Musing, Pensive, Introspective, Serene, Emotional, Soft light, Feminine, Zen, Harmony",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8eb22473-35ce-492d-a518-459452d37d92_0,AI generated Serene Woman Gazes into the Distance with Soft Smile Captured in Closeup with 50mm Lens,,"ai generated,Woman, Serene expression, Soft smile, Close up, 50mm lens, Looking out, Distance, Blurred background, Tranquil, Peaceful, Contentment, Calm, Serenity, Relaxation, Joy, Happiness, Beauty, Tranquility, Female, Emotion, Portrait, Photography, Framing, Composition, Visual art, Visual storytelling, Relax, Serene, Expression, Gaze, Contemplative, Thoughtful, Dreamy, Introspective, Peace, Stillness, Quiet, Harmony, Elegance, Graceful, Poise",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8eb22473-35ce-492d-a518-459452d37d92_1,AI generated Serene Woman Gazes into Distance with Soft Smile Framed in 50mm Closeup Shot,,"ai generated,Woman, Serene, Expression, Distance, Soft smile, 50mm lens, Bottom third, Blurred background",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8eb22473-35ce-492d-a518-459452d37d92_2,AI generated Serene Woman Captured in CloseUp with Soft Smile Gazing Into Distance Framed by 50mm Lens and Blurred Background,,"ai generated,Serene expression, Woman, Soft smile, Closeup shot, 50mm lens, Blurred background, Looking out, Distance, Tranquil, Peaceful, Serenity, Contentment, Relaxation, Beauty, Happiness, Calm, Joy, Female, Laidback, Relaxed, Ease, Comfort, Pleasant, Untroubled, Composure, Peacefulness, Happiness, Positivity, Gaze, Thoughtful, Contemplation, Expression, Focus, Subdued, Mellow, Portrait, Face, Grin, Peaceful demeanor",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__8eb22473-35ce-492d-a518-459452d37d92_3,AI generated Serene Woman Captured in CloseUp with Soft Smile and Blurred Background Through 50mm Lens,,"ai generated,Woman, Serene expression, Distance, Soft smile, Framed, 50mm lens, Bottom third, Blurred background",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__d40948e5-26f3-401b-94f8-40b7eea6231d_0,AI generated Tranquil Portrait Woman with Serene Expression and Soft Smile Captured with 50mm Lens in Blurred Background,,"ai generated,Woman, Serene expression, Soft smile, Close up shot, 50mm lens, Distance, Background, Blurred, Framed, Position, Bottom third, Looking, Serene, Smile",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__d40948e5-26f3-401b-94f8-40b7eea6231d_1,AI generated Serene Woman Captured with Soft Smile in Closeup Shot with 50mm Lens Positioned in Bottom Third of Frame,,"ai generated,Woman, Serene expression, Soft smile, Closeup shot, 50mm lens, Tranquil, Blurred background, Serenity, Distance, Gaze, Content, Relaxation, Calm, Peaceful, Beauty, Comfort, Soft focus, Tranquility, Feminine, Joy, Happy, Female, Portrait, Contemplation, Thoughtful, Musing, Reflection, Melancholic, Dreamy, Pensive, Meditative, Introspective, Emotional, Inner peace, Inner state, Peace, Solitude, Stillness, Silence, Harmony, Grace",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__d40948e5-26f3-401b-94f8-40b7eea6231d_2,AI generated Serene Woman Captured in CloseUp with Soft Smile and 50mm Lens gazing into the Distance,,"ai generated,Woman, Serene expression, Soft smile, Close up, 50mm lens, Distance, Blurred background, Tranquil, Peaceful, Content, Relaxation, Serenity, Beauty, Portrait, Happy, Calm, Joy, Soft focus, Serene, Contemplation, Thoughtful, Gaze, Inner peace, Quiet, Meditation, Introspective, Pensive, Dreamy, Ethereal, Contentment, Relaxing, Peacefulness, Tranquility, Reflection, Meditative, Blissful, Harmonious, Graceful, Mellow, Poised, Sublime",Free
meulindo_A_close_up_shot_of_a_woman_with_a_serene_expression__d40948e5-26f3-401b-94f8-40b7eea6231d_3,AI generated Serene Woman Gazes into Distance with Soft Smile Framed in 50mm Closeup Blurred Background,,"ai generated,Serene, Woman, Soft smile, Distance, Close up, 50mm lens, Serene expression, Blurred background, Framed, Soft, Smile, Bottom third, Looking, Peaceful, Tranquil, Contentment, Beauty, Calm, Serenity, Joy, Indoors, Female, Lifestyle",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_alone_in_a__32321846-8270-4ba7-b94b-4dfc4c4a2173_0,AI generated Contemplative Woman Embracing Cozy Coffee Shop Gazing into Softly Blurred Warm Natural Light,,"ai generated,Young woman, Cozy coffee shop, Contemplative, Window, Medium shot, 50mm lens, Alone, Gazing, Softly blurred, Warm natural light",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_alone_in_a__32321846-8270-4ba7-b94b-4dfc4c4a2173_1,AI generated Contemplative Young Woman in Cozy Coffee Shop Embracing Solitude Bathed in Soft Natural Light,,"ai generated,Young woman, Cozy coffee shop, Contemplative expression, Gazing, Window, Medium shot, Blurred background, Natural light, 50mm lens, Alone, Sitting, Framing, Woman's face, Soft, Warm, Contemplation, Reflective, Peaceful, Serene, Quiet, Tranquil, Comfort, Introspective, Solitude, Thinking, Cafe, Relaxation, Calm, Thoughtful, Pensive, Meditative, Inner peace, Relaxing, Serenity, Quietude, Illumination, Pleasant, Indoor, Lifestyle",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_alone_in_a__32321846-8270-4ba7-b94b-4dfc4c4a2173_2,AI generated Contemplative Woman Embraces Cozy Coffee Shop Moment Bathed in Warm Natural Light,,"ai generated,Young woman, Cozy coffee shop, Contemplative, Window, Natural light, Medium framing, 50mm lens, Gazing, Alone, Softly blurred, Expression, Woman's face",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_alone_in_a__32321846-8270-4ba7-b94b-4dfc4c4a2173_3,AI generated Contemplative Woman Embraces Cozy Caf Moment Bathed in Warm Natural Light,,"ai generated,Young woman, Cozy coffee shop, Contemplative, Natural light, Woman's face, Medium framing, Gazing, Alone, Softly blurred, Warm, Window, Expression, 50mm lens",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_on_a_window_79677f08-561d-4953-a05e-13ff1692bf66_0,AI generated Pensive Woman Gazes Through RainStreaked Window Captured in Soft Focus with 50mm Lens,,"ai generated,Young woman, Window sill, Pensive, Rain, Raindrops, Blurred, 50mm lens, Focus, Face, Staring, Glass, Background, Pensiveness, Emotion, Contemplation, Close up, Shot, Woman, Sitting, Wistful, Reflective, Thoughtful, Gaze, Mood, Introspective, Weather, Atmospheric, Melancholy, Reflective, Portrait, Wistfulness, Moody, Loneliness, Contemplative, Sorrowful, Emotional, Meditative, Solitude, Gloomy, Musing, Solemn",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_on_a_window_79677f08-561d-4953-a05e-13ff1692bf66_1,AI generated Pensive Woman Gazes at Raindrops Through Window Captured in 50mm CloseUp Magnificence,,"ai generated,Young woman, Window sill, Pensive, Rain, Raindrops, Glass, Blurred effect, 50mm lens, Focus, Face, Contemplative, Staring, Emotion, Mood, Introspective, Reflection, Solitude, Alone, Sadness, Melancholy, Wistful, Thoughtful, Silent, Quiet, Contemplation, Portrait, Personal, Intimate, Closeup, Depiction, Female, Lifestyle, Rainy day, Interior, Indoor, Gazing, Atmosphere, Emotive, Expression",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_on_a_window_79677f08-561d-4953-a05e-13ff1692bf66_2,AI generated Pensive Woman Gazes Through RainStreaked Window Captured in CloseUp 50mm Shot,,"ai generated,Young woman, Window sill, Pensive, Rain, Raindrops, Glass, Blurred effect, 50mm lens, Focus, Face, Staring, Pensively, Background, Sitting, Pensive gaze, Woman's face, Close up shot",Free
meulindo_A_close_up_shot_of_a_young_woman_sitting_on_a_window_79677f08-561d-4953-a05e-13ff1692bf66_3,AI generated Pensive Woman Gazes Through RainStreaked Window Captured in Serene 50mm CloseUp,,"ai generated,Young woman, Window sill, Pensive, Rain, Raindrops, Glass, Blurred effect, 50mm lens, Focus, Face, Contemplative, Staring, Pensiveness, Wistful, Portrait, Thoughtful, Reflective, Moody, Melancholy, Sadness, Emotion, Atmosphere, Introspective, Solitude, Loneliness, Quiet, Musing, Daydreaming, Reflecting, Contemplation, Emotive, Mysterious, Musing, Gazing, Sad, Solitary, Deep in thought, Mournful, Wistfulness",Free
meulindo_A_close_up_shot_of_a_young_woman_standing_on_a_cliff_50211363-a55c-42b1-acee-64587fedb867_0,AI generated Young Woman Embraces the Infinite Standing on Cliff Amidst Vast Mountain Landscape,,"ai generated,Young woman, Cliff, Arms outstretched, Sky, Mountain landscape, Telephoto lens, Depth of field, Focus, Face, Vast, Expansive, Embrace, Freedom, Nature, Outdoors, Adventure, Woman, Inspiration, Joy, Happiness, Serenity, Tranquility, Solitude, Peace, Contemplation, Beauty, Landscape, Exploration, Feeling, Connection, Wilderness, Remote, Exhilaration, Thrill, Empowerment, Strength, Courage, Bravery, Boldness, Bold, Fearless",Free
meulindo_A_close_up_shot_of_a_young_woman_standing_on_a_cliff_50211363-a55c-42b1-acee-64587fedb867_1,AI generated Woman Embraces Vast Mountain View Arms Outstretched Toward the Sky,,"ai generated,Young woman, Cliff, Arms outstretched, Sky, Mountain landscape, Telephoto lens, Depth of field, Focus, Vast, Expansive, Embrace, Nature, Outdoors, Adventure, Freedom, Spirituality, Joy, Happiness, Standing, Contemplation, Solitude, Tranquility, Serenity, Peace, Exploration, Discovery, Beauty, Inspiration, Empowerment, Confidence, Strength, Courage, Perspective, Majesty, Majestic, Wilderness, Landscape, Height, Exhilaration",Free
meulindo_A_close_up_shot_of_a_young_woman_standing_on_a_cliff_50211363-a55c-42b1-acee-64587fedb867_3,AI generated Young Woman Embraces Freedom on Cliff Amid Vast Mountain Landscape Captured with Telephoto Lens,,"ai generated,Young woman, Cliff, Arms outstretched, Sky, Mountain landscape, Telephoto lens, Depth of field, Vast, Expansive, Embrace, Serene, Tranquil, Peaceful, Beauty, Nature, Freedom, Happiness, Contentment, Joy, Adventure, Exploration, Fresh air, Outdoors, Wilderness, Landscape, Close up, Face, Expression, Focus, Position, Top third, Photo, Photography, Capture, Shot, Perspective, Composition, Art, Creativity, Exploration, Adventure, Excitement",Free
meulindo_A_close_up_shot_with_a_50mm_lens_capturing_a_pair_of_b7f51994-ef69-473a-bda7-000dfb73d2f1_0,AI generated Eyes Filled with Sadness Softly Lit Gaze Amidst Blurred Background,,"ai generated,Sadness, Eyes, Soft, Natural light, Close up, Emotion, Grief, Expressive, Melancholy, Tears, Pain, Heartache, Introspective, Feeling, Moody, Hopeless, Disheartened, Unhappy, Upset, Emotional, Sorrowful, Regret, Pensive, Distressed, Despair, Gloomy, Tears, Emotive, Woeful, Desolate, Blue, Despondent, Dejected, Tearful, Solemn, Wistful, Mournful, Troubled, Depressed, Desolated, Forlorn",Free
meulindo_A_close_up_shot_with_a_50mm_lens_capturing_a_pair_of_b7f51994-ef69-473a-bda7-000dfb73d2f1_1,AI generated Eyes Filled with Sadness Embraced by Soft Natural Light in CloseUp Shot,,"ai generated,Sadness, Eyes, Closeup, Soft, Natural light, Illumination, Blurred background",Free
meulindo_A_close_up_shot_with_a_50mm_lens_capturing_a_pair_of_b7f51994-ef69-473a-bda7-000dfb73d2f1_2,AI generated Eyes Filled with Sadness A CloseUp Captured in Soft Natural Light,,"ai generated,Sadness, Eyes, Close up, Soft light, Natural light, Emotion, Grief, Melancholy, Tears, Sorrow, Pupil, Expression, Facial, Human, Upset, Unhappy, Despair, Hopelessness, Depth, Gaze, Heartache, Pain, Feeling, Dark, Emotional, Intense, Distress, Lament, Unsettled, Disconsolate, Mournful, Reflective, Forlorn, Loneliness, Depressed, Regret, Pensive, Tragic, Teary, Wistful, Glance",Free
meulindo_A_close_up_shot_with_a_50mm_lens_capturing_a_pair_of_b7f51994-ef69-473a-bda7-000dfb73d2f1_3,AI generated Eyes Filled with Sadness Captured in Soft Natural Light with Blurred Background,,"ai generated,Sadness, Eyes, Soft natural light, Close up, Emotion, Grief, Human, Face, Tears, Expressive, Emotional, Unhappy, Pensive, Sorrowful, Melancholy, Upset, Distraught, Gloomy, Regretful, Mournful, Tearful, Disheartened, Despondent, Dejected, Glum, Dismal, Woeful, Morose, Depressed",Free
meulindo_A_close_up_shot_with_a_50mm_lens_capturing_a_pair_of_ca1875a9-e12f-4fb3-8653-bd907e06e0f1_0,AI generated Eyes Filled with Sadness Embraced by Soft Natural Light in CloseUp,,"ai generated,Sadness, Pair of eyes, Close up, Soft, Natural light, Illuminating, Blurred background, Emotion, Expressive, Grief, Despair, Tearful, Unhappy, Sorrowful, Pensive, Regretful, Melancholy, Upset, Distressed, Troubled, Sensitive, Emotional, Reflective, Intense, Deep, Gloomy, Wistful, Heartbroken, Mournful, Weary, Somber, Dismal, Moody, Disheartened, Downcast, Forlorn, Blue, Agonized, Doomed, Pained",Free
meulindo_A_close_up_shot_with_a_50mm_lens_capturing_a_pair_of_ca1875a9-e12f-4fb3-8653-bd907e06e0f1_1,AI generated Eyes Filled with Sadness Soft Natural Light Captures Emotional CloseUp,,"ai generated,Sadness, Eyes, Close up, Soft light, Natural light, Emotion, Grief, Teary, Facial expression, Pensive, Intense, Melancholy, Unhappy, Despair, Disappointment, Deep, Sorrow, Feeling, Gaze, Mournful, Sombre, Emotive, Upset, Depressed, Reflection, Expressive, Regretful, Gloomy, Moody, Introspective, Heartbroken, Emotional, Distressed, Woeful, Despondent, Mental anguish, Troubled, Forlorn, Blue, Dismal, Somber, Dejected, Glum",Free
